soc_code,title,workplace_example,element_id,element_name,hot_technology,in_demand,rank,osca_id,osca_occupation_title,osca_match_score
15-1211.00,Computer Systems Analysts,Spring Boot,2.E.10.a,Application server software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Spring Framework,2.E.7.h,Web platform development software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Swift,2.E.7.e,Object or component oriented development software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Teradata Database,2.E.6.d,Data base management system software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Transact-SQL,2.E.6.f,Data base user interface and query software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,UNIX,2.E.13.c,Operating system software,Y,N,3,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,UNIX Shell,2.E.13.c,Operating system software,Y,N,3,261112,Systems Analyst,97.0
15-1211.01,Health Informatics Specialists,Apache Hadoop,2.E.6.d,Data base management system software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,eClinicalWorks EHR software,2.E.9.i,Medical software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Epic Systems,2.E.9.i,Medical software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,JavaScript,2.E.7.h,Web platform development software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,MEDITECH software,2.E.9.i,Medical software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Microsoft Project,2.E.1.e,Project management software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Microsoft SQL Server Reporting Services SSRS,2.E.7.e,Object or component oriented development software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Perl,2.E.7.e,Object or component oriented development software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N,3,261112,Systems Analyst,79.5
15-1211.01,Health Informatics Specialists,UNIX,2.E.13.c,Operating system software,Y,N,3,261112,Systems Analyst,79.5
15-1211.00,Computer Systems Analysts,3M Post-it App,2.E.4.d,Word processing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Access management software,2.E.12.a,Access software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,AcmeStudio,2.E.7.g,Requirements analysis and system architecture software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Active directory software,2.E.10.d,Internet directory services software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Ada,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Adobe ActionScript,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Adobe ColdFusion,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Adobe Flex,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,ADP Workforce Now,2.E.1.c,Human resources software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Advanced business application programming ABAP,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Amazon Simple Storage Service S3,2.E.12.f,Storage networking software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Apache Ant,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Apache Groovy,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Apache HTTP Server,2.E.6.k,Portal server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Apache Pig,2.E.6.d,Data base management system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Apache Solr,2.E.6.d,Data base management system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Apache Struts,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Application management software,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Architecture description language ADL,2.E.7.g,Requirements analysis and system architecture software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Atlassian Bamboo,2.E.7.c,Enterprise application integration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Automated installation software,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Backbone.js,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Blackboard software,2.E.6.f,Data base user interface and query software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Blink,2.E.16.d,Instant messaging software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Business intelligence system software,2.E.6.m,Business intelligence and data analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Cisco Systems CiscoWorks,2.E.11.c,Administration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Citrix cloud computing software,2.E.12.a,Access software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Common business oriented language COBOL,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Compatibility testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Component object model COM software,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Computer aided design and drafting CADD software,2.E.9.c,Computer aided design CAD software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Cost estimating software,2.E.2.d,Financial analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,CrossTec NetOp Remote Control,2.E.10.b,Desktop communications software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Customer information control system CICS,2.E.6.l,Transaction server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Dassault Systemes CATIA,2.E.9.c,Computer aided design CAD software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Database software,2.E.6.f,Data base user interface and query software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Defect tracking software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Delphi Technology,2.E.2.d,Financial analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Diagramming software,2.E.4.a,Pattern design software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Distributed component object model DCOM software,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Drupal,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Dynamic analysis software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Dynamic hypertext markup language DHTML,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Eiffel,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Electronic design automation EDA software,2.E.9.c,Computer aided design CAD software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Element management software,2.E.11.c,Administration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Embarcadero JBuilder,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Ext JS,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Flow chart software,2.E.1.p,Process mapping and design software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Formula translation/translator FORTRAN,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Functional testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Fund accounting software,2.E.2.a,Accounting software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Healthcare common procedure coding system HCPCS,2.E.9.i,Medical software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Help desk software,2.E.1.a,Helpdesk or call center software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Hewlett Packard HP-UX,2.E.13.c,Operating system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Hewlett Packard LoadRunner,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Hierarchical simulation program with integrated circuit emphasis HSPICE,2.E.9.d,Analytical or scientific software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,HyperSpace,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Domino,2.E.12.b,Communications server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM InfoSphere DataStage,2.E.7.c,Enterprise application integration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Notes,2.E.16.a,Electronic mail software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Rational ClearCase,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Rational ClearQuest,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Rational PurifyPlus,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM Rational Rose XDE,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,IBM WebSphere,2.E.11.e,Cloud-based management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Informatica Corporation PowerCenter,2.E.6.i,Metadata management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,InstallShield,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Integrated development environment IDE software,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Integration testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Interoperability testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,J,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Job control language JCL,2.E.13.c,Operating system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Jupyter Notebook,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,KornShell,2.E.13.c,Operating system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,LAMP Stack,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Load testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,McAfee,2.E.14.d,Transaction security and virus protection software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Medical condition coding software,2.E.9.i,Medical software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Medical procedure coding software,2.E.9.i,Medical software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft ActiveX,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft ASP.NET Core MVC,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Exchange,2.E.16.a,Electronic mail software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Internet Information Services (IIS),2.E.6.l,Transaction server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Visual Basic Scripting Edition VBScript,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Visual Basic.NET,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Visual C# .NET,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Microsoft Visual FoxPro,2.E.6.j,Object oriented data base management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Migration testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Minitab,2.E.9.d,Analytical or scientific software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Mutation testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Nagios,2.E.11.a,Network monitoring software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,National Instruments LabVIEW,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Network intrusion prevention systems NIPS,2.E.11.a,Network monitoring software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Objective C,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Omni Group OmniGraffle,2.E.4.a,Pattern design software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,OpenAI ChatGPT,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Application Server,2.E.10.a,Application server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Business Intelligence Suite,2.E.6.e,Data base reporting software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Fusion Middleware,2.E.7.c,Enterprise application integration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle JDBC,2.E.6.f,Data base user interface and query software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Master Data Management MDM Suite,2.E.6.i,Metadata management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Solaris,2.E.13.c,Operating system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle Taleo,2.E.1.c,Human resources software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Oracle WebLogic Server,2.E.10.a,Application server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,OrCAD Capture,2.E.9.c,Computer aided design CAD software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Patch and update management software,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Perforce Helix software,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Personal computer diagnostic software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Popkin System Architect,2.E.7.g,Requirements analysis and system architecture software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Quest Erwin Data Modeler,2.E.6.i,Metadata management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Rapide,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Recovery testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Red Hat WildFly,2.E.10.a,Application server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Regression testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Relational database management software,2.E.6.d,Data base management system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Remote control software,2.E.10.b,Desktop communications software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Requirements management software,2.E.7.g,Requirements analysis and system architecture software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Ruby on Rails,2.E.7.h,Web platform development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Salesforce Visualforce,2.E.7.d,Graphical user interface development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP Adaptive Server Enterprise,2.E.6.d,Data base management system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP BusinessObjects Desktop Intelligence,2.E.6.f,Data base user interface and query software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP Master Data Management MDM,2.E.6.i,Metadata management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP NetWeaver,2.E.7.c,Enterprise application integration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SAP NetWeaver BW,2.E.7.c,Enterprise application integration software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Security testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Skype,2.E.10.b,Desktop communications software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Slido interaction software,2.E.16.c,Network conferencing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Smalltalk,2.E.7.e,Object or component oriented development software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Snort,2.E.11.a,Network monitoring software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Software asset management SAM software,2.E.6.f,Data base user interface and query software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Software distribution software,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,SpectraQuest,2.E.9.c,Computer aided design CAD software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Stac Software ReachOut,2.E.10.b,Desktop communications software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Static analysis software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Stress testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Structure prediction software,2.E.9.d,Analytical or scientific software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Sun Microsystems Sun ONE,2.E.6.l,Transaction server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Supervisory control and data acquisition SCADA software,2.E.9.g,Industrial control software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Symantec pcAnywhere,2.E.10.b,Desktop communications software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Symantec Visual Cafe,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,System and data disaster recovery software,2.E.15.f,Backup or archival software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,System testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Systems and application deployment and migration software,2.E.7.a,Configuration management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Tax software,2.E.2.a,Accounting software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Test design software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Test implementation software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Time sharing option TSO software,2.E.7.i,Compiler and decompiler software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Ubuntu,2.E.13.c,Operating system software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Unified modeling language UML,2.E.7.g,Requirements analysis and system architecture software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Unit testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Usability testing software,2.E.7.f,Program testing software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Verilog,2.E.7.b,Development environment software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Veritas NetBackup,2.E.15.f,Backup or archival software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Version control software,2.E.5.c,File versioning software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Virtual private networking VPN software,2.E.14.b,Network security or virtual private network VPN management software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Virus scanning software,2.E.14.d,Transaction security and virus protection software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,VMware,2.E.6.b,Clustering software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Voice over internet protocol VoIP system software,2.E.11.d,Internet protocol IP multimedia subsystem software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,Web server software,2.E.6.l,Transaction server software,N,N,4,261112,Systems Analyst,97.0
15-1211.00,Computer Systems Analysts,WebFOCUS,2.E.7.c,Enterprise application integration software,N,N,4,261112,Systems Analyst,97.0
