occupation_id,osca_title,candidate_onet_soc_code,candidate_onet_title,match_type
244731,Medical Laboratory Scientist,19-1021.00,Biochemists and Biophysicists,partial
244731,Medical Laboratory Scientist,19-1022.00,Microbiologists,partial
244731,Medical Laboratory Scientist,19-1023.00,Zoologists and Wildlife Biologists,partial
244731,Medical Laboratory Scientist,19-1029.00,"Biological Scientists, All Other",partial
244731,Medical Laboratory Scientist,19-1029.01,Bioinformatics Scientists,partial
244731,Medical Laboratory Scientist,19-1029.02,Molecular and Cellular Biologists,partial
244731,Medical Laboratory Scientist,19-1029.03,Geneticists,partial
244731,Medical Laboratory Scientist,19-1029.04,Biologists,partial
244731,Medical Laboratory Scientist,19-1041.00,Epidemiologists,partial
244731,Medical Laboratory Scientist,19-1042.00,"Medical Scientists, Except Epidemiologists",partial
244731,Medical Laboratory Scientist,19-1099.00,"Life Scientists, All Other",partial
244731,Medical Laboratory Scientist,29-2011.00,Medical and Clinical Laboratory Technologists,partial
244731,Medical Laboratory Scientist,29-2011.01,Cytogenetic Technologists,partial
244731,Medical Laboratory Scientist,29-2011.02,Cytotechnologists,partial
244731,Medical Laboratory Scientist,29-2011.04,Histotechnologists,partial
244731,Medical Laboratory Scientist,29-2012.00,Medical and Clinical Laboratory Technicians,partial
244731,Medical Laboratory Scientist,29-2012.01,Histology Technicians,partial
244732,Medical Physicist,19-2011.00,Astronomers,partial
244732,Medical Physicist,19-2012.00,Physicists,partial
244931,Conservator,25-4011.00,Archivists,partial
244931,Conservator,25-4012.00,Curators,partial
244932,Meteorologist,19-2021.00,Atmospheric and Space Scientists,exact
244933,Physicist,19-2011.00,Astronomers,partial
244933,Physicist,19-2012.00,Physicists,partial
244999,Natural and Physical Science Professionals nec,29-1011.00,Chiropractors,partial
244999,Natural and Physical Science Professionals nec,29-1081.00,Podiatrists,partial
244999,Natural and Physical Science Professionals nec,29-1122.00,Occupational Therapists,partial
244999,Natural and Physical Science Professionals nec,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",partial
244999,Natural and Physical Science Professionals nec,29-1125.00,Recreational Therapists,partial
244999,Natural and Physical Science Professionals nec,29-1129.00,"Therapists, All Other",partial
244999,Natural and Physical Science Professionals nec,29-1129.01,Art Therapists,partial
244999,Natural and Physical Science Professionals nec,29-1129.02,Music Therapists,partial
244999,Natural and Physical Science Professionals nec,29-1291.00,Acupuncturists,partial
244999,Natural and Physical Science Professionals nec,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",partial
244999,Natural and Physical Science Professionals nec,29-1299.01,Naturopathic Physicians,partial
244999,Natural and Physical Science Professionals nec,29-1299.02,Orthoptists,partial
244999,Natural and Physical Science Professionals nec,29-9092.00,Genetic Counselors,partial
251131,Early Childhood (Pre-primary School) Teacher,25-2011.00,"Preschool Teachers, Except Special Education",partial
251131,Early Childhood (Pre-primary School) Teacher,25-2012.00,"Kindergarten Teachers, Except Special Education",partial
251231,Primary School Teacher,25-2021.00,"Elementary School Teachers, Except Special Education",partial
251231,Primary School Teacher,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",partial
251331,Secondary School Teacher,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",exact
251431,Special Education Teacher,25-2051.00,"Special Education Teachers, Preschool",partial
251431,Special Education Teacher,25-2055.00,"Special Education Teachers, Kindergarten",partial
251431,Special Education Teacher,25-2056.00,"Special Education Teachers, Elementary School",partial
251431,Special Education Teacher,25-2057.00,"Special Education Teachers, Middle School",partial
251431,Special Education Teacher,25-2058.00,"Special Education Teachers, Secondary School",partial
251431,Special Education Teacher,25-2059.00,"Special Education Teachers, All Other",partial
251431,Special Education Teacher,25-2059.01,Adapted Physical Education Specialists,partial
251432,Specialist Teacher (Vision Impairment),25-2051.00,"Special Education Teachers, Preschool",partial
251432,Specialist Teacher (Vision Impairment),25-2055.00,"Special Education Teachers, Kindergarten",partial
251432,Specialist Teacher (Vision Impairment),25-2056.00,"Special Education Teachers, Elementary School",partial
251432,Specialist Teacher (Vision Impairment),25-2057.00,"Special Education Teachers, Middle School",partial
251432,Specialist Teacher (Vision Impairment),25-2058.00,"Special Education Teachers, Secondary School",partial
251432,Specialist Teacher (Vision Impairment),25-2059.00,"Special Education Teachers, All Other",partial
251432,Specialist Teacher (Vision Impairment),25-2059.01,Adapted Physical Education Specialists,partial
251433,Teacher of the Deaf,25-2051.00,"Special Education Teachers, Preschool",partial
251433,Teacher of the Deaf,25-2055.00,"Special Education Teachers, Kindergarten",partial
251433,Teacher of the Deaf,25-2056.00,"Special Education Teachers, Elementary School",partial
251433,Teacher of the Deaf,25-2057.00,"Special Education Teachers, Middle School",partial
251433,Teacher of the Deaf,25-2058.00,"Special Education Teachers, Secondary School",partial
251433,Teacher of the Deaf,25-2059.00,"Special Education Teachers, All Other",partial
251433,Teacher of the Deaf,25-2059.01,Adapted Physical Education Specialists,partial
251931,Teacher Librarian,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",partial
251931,Teacher Librarian,25-2021.00,"Elementary School Teachers, Except Special Education",partial
251931,Teacher Librarian,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",partial
252131,University Lecturer,25-1011.00,"Business Teachers, Postsecondary",partial
252131,University Lecturer,25-1021.00,"Computer Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1022.00,"Mathematical Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1031.00,"Architecture Teachers, Postsecondary",partial
252131,University Lecturer,25-1032.00,"Engineering Teachers, Postsecondary",partial
252131,University Lecturer,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",partial
252131,University Lecturer,25-1042.00,"Biological Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",partial
252131,University Lecturer,25-1052.00,"Chemistry Teachers, Postsecondary",partial
252131,University Lecturer,25-1053.00,"Environmental Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1054.00,"Physics Teachers, Postsecondary",partial
252131,University Lecturer,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",partial
252131,University Lecturer,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",partial
252131,University Lecturer,25-1063.00,"Economics Teachers, Postsecondary",partial
252131,University Lecturer,25-1064.00,"Geography Teachers, Postsecondary",partial
252131,University Lecturer,25-1065.00,"Political Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1066.00,"Psychology Teachers, Postsecondary",partial
252131,University Lecturer,25-1067.00,"Sociology Teachers, Postsecondary",partial
252131,University Lecturer,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",partial
252131,University Lecturer,25-1071.00,"Health Specialties Teachers, Postsecondary",partial
252131,University Lecturer,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",partial
252131,University Lecturer,25-1081.00,"Education Teachers, Postsecondary",partial
252131,University Lecturer,25-1082.00,"Library Science Teachers, Postsecondary",partial
252131,University Lecturer,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",partial
252131,University Lecturer,25-1112.00,"Law Teachers, Postsecondary",partial
252131,University Lecturer,25-1113.00,"Social Work Teachers, Postsecondary",partial
252131,University Lecturer,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",partial
252131,University Lecturer,25-1122.00,"Communications Teachers, Postsecondary",partial
252131,University Lecturer,25-1123.00,"English Language and Literature Teachers, Postsecondary",partial
252131,University Lecturer,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",partial
252131,University Lecturer,25-1125.00,"History Teachers, Postsecondary",partial
252131,University Lecturer,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",partial
252131,University Lecturer,25-9044.00,"Teaching Assistants, Postsecondary",partial
252131,University Lecturer,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",partial
252131,University Lecturer,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",partial
252131,University Lecturer,25-1199.00,"Postsecondary Teachers, All Other",partial
252132,University Tutor,25-1011.00,"Business Teachers, Postsecondary",partial
252132,University Tutor,25-1021.00,"Computer Science Teachers, Postsecondary",partial
252132,University Tutor,25-1022.00,"Mathematical Science Teachers, Postsecondary",partial
252132,University Tutor,25-1031.00,"Architecture Teachers, Postsecondary",partial
252132,University Tutor,25-1032.00,"Engineering Teachers, Postsecondary",partial
252132,University Tutor,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",partial
252132,University Tutor,25-1042.00,"Biological Science Teachers, Postsecondary",partial
252132,University Tutor,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",partial
252132,University Tutor,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",partial
252132,University Tutor,25-1052.00,"Chemistry Teachers, Postsecondary",partial
252132,University Tutor,25-1053.00,"Environmental Science Teachers, Postsecondary",partial
252132,University Tutor,25-1054.00,"Physics Teachers, Postsecondary",partial
252132,University Tutor,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",partial
252132,University Tutor,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",partial
252132,University Tutor,25-1063.00,"Economics Teachers, Postsecondary",partial
252132,University Tutor,25-1064.00,"Geography Teachers, Postsecondary",partial
252132,University Tutor,25-1065.00,"Political Science Teachers, Postsecondary",partial
252132,University Tutor,25-1066.00,"Psychology Teachers, Postsecondary",partial
252132,University Tutor,25-1067.00,"Sociology Teachers, Postsecondary",partial
252132,University Tutor,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",partial
252132,University Tutor,25-1071.00,"Health Specialties Teachers, Postsecondary",partial
252132,University Tutor,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",partial
252132,University Tutor,25-1081.00,"Education Teachers, Postsecondary",partial
252132,University Tutor,25-1082.00,"Library Science Teachers, Postsecondary",partial
252132,University Tutor,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",partial
252132,University Tutor,25-1112.00,"Law Teachers, Postsecondary",partial
252132,University Tutor,25-1113.00,"Social Work Teachers, Postsecondary",partial
252132,University Tutor,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",partial
252132,University Tutor,25-1122.00,"Communications Teachers, Postsecondary",partial
252132,University Tutor,25-1123.00,"English Language and Literature Teachers, Postsecondary",partial
252132,University Tutor,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",partial
252132,University Tutor,25-1125.00,"History Teachers, Postsecondary",partial
252132,University Tutor,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",partial
252132,University Tutor,25-9044.00,"Teaching Assistants, Postsecondary",partial
252132,University Tutor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",partial
252132,University Tutor,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",partial
252132,University Tutor,25-1199.00,"Postsecondary Teachers, All Other",partial
252231,Vocational Education Teacher,25-1011.00,"Business Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1021.00,"Computer Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1022.00,"Mathematical Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1031.00,"Architecture Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1032.00,"Engineering Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1042.00,"Biological Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1052.00,"Chemistry Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1053.00,"Environmental Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1054.00,"Physics Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1063.00,"Economics Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1064.00,"Geography Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1065.00,"Political Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1066.00,"Psychology Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1067.00,"Sociology Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",partial
252231,Vocational Education Teacher,25-1071.00,"Health Specialties Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1081.00,"Education Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1082.00,"Library Science Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1112.00,"Law Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1113.00,"Social Work Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1122.00,"Communications Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1123.00,"English Language and Literature Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1125.00,"History Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-9044.00,"Teaching Assistants, Postsecondary",partial
252231,Vocational Education Teacher,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-1199.00,"Postsecondary Teachers, All Other",partial
252231,Vocational Education Teacher,25-1194.00,"Career/Technical Education Teachers, Postsecondary",partial
252231,Vocational Education Teacher,25-2023.00,"Career/Technical Education Teachers, Middle School",partial
252231,Vocational Education Teacher,25-2032.00,"Career/Technical Education Teachers, Secondary School",partial
259131,Academic Tutor (Private Tuition),25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",partial
259131,Academic Tutor (Private Tuition),25-3021.00,Self-Enrichment Teachers,partial
259131,Academic Tutor (Private Tuition),25-3031.00,"Substitute Teachers, Short-Term",partial
259131,Academic Tutor (Private Tuition),25-3041.00,Tutors,partial
259131,Academic Tutor (Private Tuition),25-3099.00,"Teachers and Instructors, All Other",partial
259131,Academic Tutor (Private Tuition),21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",partial
259131,Academic Tutor (Private Tuition),25-9099.00,"Educational Instruction and Library Workers, All Other",partial
259231,Art Teacher (Private Tuition),25-3021.00,Self-Enrichment Teachers,partial
259231,Art Teacher (Private Tuition),25-3031.00,"Substitute Teachers, Short-Term",partial
259231,Art Teacher (Private Tuition),25-3041.00,Tutors,partial
259231,Art Teacher (Private Tuition),25-3099.00,"Teachers and Instructors, All Other",partial
259232,Dance Teacher (Private Tuition),25-3021.00,Self-Enrichment Teachers,partial
259232,Dance Teacher (Private Tuition),25-3031.00,"Substitute Teachers, Short-Term",partial
259232,Dance Teacher (Private Tuition),25-3041.00,Tutors,partial
259232,Dance Teacher (Private Tuition),25-3099.00,"Teachers and Instructors, All Other",partial
259233,Speech and Drama Teacher (Private Tuition),25-3021.00,Self-Enrichment Teachers,partial
259233,Speech and Drama Teacher (Private Tuition),25-3031.00,"Substitute Teachers, Short-Term",partial
259233,Speech and Drama Teacher (Private Tuition),25-3041.00,Tutors,partial
259233,Speech and Drama Teacher (Private Tuition),25-3099.00,"Teachers and Instructors, All Other",partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,25-3021.00,Self-Enrichment Teachers,partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,25-3031.00,"Substitute Teachers, Short-Term",partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,25-3041.00,Tutors,partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,25-3099.00,"Teachers and Instructors, All Other",partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",partial
259299,Arts and Personal Enrichment Teachers (Private Tuition) nec,25-9099.00,"Educational Instruction and Library Workers, All Other",partial
259331,Education Adviser,25-9031.00,Instructional Coordinators,exact
259332,Education Reviewer,25-9031.00,Instructional Coordinators,exact
259431,Music Teacher (Private Tuition),25-3021.00,Self-Enrichment Teachers,exact
259531,Teacher of English to Speakers of Other Languages,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",partial
259531,Teacher of English to Speakers of Other Languages,25-3021.00,Self-Enrichment Teachers,partial
259531,Teacher of English to Speakers of Other Languages,25-3031.00,"Substitute Teachers, Short-Term",partial
259531,Teacher of English to Speakers of Other Languages,25-3041.00,Tutors,partial
259531,Teacher of English to Speakers of Other Languages,25-3099.00,"Teachers and Instructors, All Other",partial
259931,Adult Literacy / Numeracy Teacher,25-1194.00,"Career/Technical Education Teachers, Postsecondary",partial
259931,Adult Literacy / Numeracy Teacher,25-2023.00,"Career/Technical Education Teachers, Middle School",partial
259931,Adult Literacy / Numeracy Teacher,25-2032.00,"Career/Technical Education Teachers, Secondary School",partial
259932,Careers Adviser,13-1071.00,Human Resources Specialists,partial
259932,Careers Adviser,13-1075.00,Labor Relations Specialists,partial
259932,Careers Adviser,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",partial
259932,Careers Adviser,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",partial
259933,Student Services Adviser,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
259933,Student Services Adviser,21-1013.00,Marriage and Family Therapists,partial
259933,Student Services Adviser,21-1014.00,Mental Health Counselors,partial
259933,Student Services Adviser,21-1015.00,Rehabilitation Counselors,partial
259933,Student Services Adviser,21-1019.00,"Counselors, All Other",partial
259933,Student Services Adviser,21-1021.00,"Child, Family, and School Social Workers",partial
259933,Student Services Adviser,21-1022.00,Healthcare Social Workers,partial
259933,Student Services Adviser,21-1023.00,Mental Health and Substance Abuse Social Workers,partial
259933,Student Services Adviser,21-1029.00,"Social Workers, All Other",partial
259933,Student Services Adviser,21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
259933,Student Services Adviser,21-1099.00,"Community and Social Service Specialists, All Other",partial
259999,Education Professionals nec,25-2051.00,"Special Education Teachers, Preschool",partial
259999,Education Professionals nec,25-2055.00,"Special Education Teachers, Kindergarten",partial
259999,Education Professionals nec,25-2056.00,"Special Education Teachers, Elementary School",partial
259999,Education Professionals nec,25-2057.00,"Special Education Teachers, Middle School",partial
259999,Education Professionals nec,25-2058.00,"Special Education Teachers, Secondary School",partial
259999,Education Professionals nec,25-2059.00,"Special Education Teachers, All Other",partial
259999,Education Professionals nec,25-2059.01,Adapted Physical Education Specialists,partial
259999,Education Professionals nec,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",partial
259999,Education Professionals nec,25-3031.00,"Substitute Teachers, Short-Term",partial
259999,Education Professionals nec,25-3041.00,Tutors,partial
259999,Education Professionals nec,25-3099.00,"Teachers and Instructors, All Other",partial
259999,Education Professionals nec,25-9099.00,"Educational Instruction and Library Workers, All Other",partial
261131,Counsellor (General),21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
261131,Counsellor (General),21-1013.00,Marriage and Family Therapists,partial
261131,Counsellor (General),21-1014.00,Mental Health Counselors,partial
261131,Counsellor (General),21-1015.00,Rehabilitation Counselors,partial
261131,Counsellor (General),21-1019.00,"Counselors, All Other",partial
261131,Counsellor (General),21-1021.00,"Child, Family, and School Social Workers",partial
261131,Counsellor (General),21-1022.00,Healthcare Social Workers,partial
261131,Counsellor (General),21-1023.00,Mental Health and Substance Abuse Social Workers,partial
261131,Counsellor (General),21-1029.00,"Social Workers, All Other",partial
261131,Counsellor (General),21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
261131,Counsellor (General),21-1099.00,"Community and Social Service Specialists, All Other",partial
261132,Alcohol and Other Drugs Counsellor,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
261132,Alcohol and Other Drugs Counsellor,21-1013.00,Marriage and Family Therapists,partial
261132,Alcohol and Other Drugs Counsellor,21-1014.00,Mental Health Counselors,partial
261132,Alcohol and Other Drugs Counsellor,21-1015.00,Rehabilitation Counselors,partial
261132,Alcohol and Other Drugs Counsellor,21-1019.00,"Counselors, All Other",partial
261132,Alcohol and Other Drugs Counsellor,21-1021.00,"Child, Family, and School Social Workers",partial
261132,Alcohol and Other Drugs Counsellor,21-1022.00,Healthcare Social Workers,partial
261132,Alcohol and Other Drugs Counsellor,21-1023.00,Mental Health and Substance Abuse Social Workers,partial
261132,Alcohol and Other Drugs Counsellor,21-1029.00,"Social Workers, All Other",partial
261132,Alcohol and Other Drugs Counsellor,21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
261132,Alcohol and Other Drugs Counsellor,21-1099.00,"Community and Social Service Specialists, All Other",partial
261133,Family and Relationship Counsellor,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
261133,Family and Relationship Counsellor,21-1013.00,Marriage and Family Therapists,partial
261133,Family and Relationship Counsellor,21-1014.00,Mental Health Counselors,partial
261133,Family and Relationship Counsellor,21-1015.00,Rehabilitation Counselors,partial
261133,Family and Relationship Counsellor,21-1019.00,"Counselors, All Other",partial
261133,Family and Relationship Counsellor,21-1021.00,"Child, Family, and School Social Workers",partial
261133,Family and Relationship Counsellor,21-1022.00,Healthcare Social Workers,partial
261133,Family and Relationship Counsellor,21-1023.00,Mental Health and Substance Abuse Social Workers,partial
261133,Family and Relationship Counsellor,21-1029.00,"Social Workers, All Other",partial
261133,Family and Relationship Counsellor,21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
261133,Family and Relationship Counsellor,21-1099.00,"Community and Social Service Specialists, All Other",partial
261134,Psychotherapist,19-3033.00,Clinical and Counseling Psychologists,partial
261134,Psychotherapist,19-3034.00,School Psychologists,partial
261134,Psychotherapist,19-3032.00,Industrial-Organizational Psychologists,partial
261134,Psychotherapist,19-3039.00,"Psychologists, All Other",partial
261134,Psychotherapist,19-3039.02,Neuropsychologists,partial
261134,Psychotherapist,19-3039.03,Clinical Neuropsychologists,partial
261135,Rehabilitation Counsellor,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
261135,Rehabilitation Counsellor,21-1013.00,Marriage and Family Therapists,partial
261135,Rehabilitation Counsellor,21-1014.00,Mental Health Counselors,partial
261135,Rehabilitation Counsellor,21-1015.00,Rehabilitation Counselors,partial
261135,Rehabilitation Counsellor,21-1019.00,"Counselors, All Other",partial
261135,Rehabilitation Counsellor,21-1021.00,"Child, Family, and School Social Workers",partial
261135,Rehabilitation Counsellor,21-1022.00,Healthcare Social Workers,partial
261135,Rehabilitation Counsellor,21-1023.00,Mental Health and Substance Abuse Social Workers,partial
261135,Rehabilitation Counsellor,21-1029.00,"Social Workers, All Other",partial
261135,Rehabilitation Counsellor,21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
261135,Rehabilitation Counsellor,21-1099.00,"Community and Social Service Specialists, All Other",partial
261136,School Counsellor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",partial
261136,School Counsellor,25-3031.00,"Substitute Teachers, Short-Term",partial
261136,School Counsellor,25-3041.00,Tutors,partial
261136,School Counsellor,25-3099.00,"Teachers and Instructors, All Other",partial
261136,School Counsellor,25-9099.00,"Educational Instruction and Library Workers, All Other",partial
261231,Psychologist,19-3033.00,Clinical and Counseling Psychologists,partial
261231,Psychologist,19-3034.00,School Psychologists,partial
261231,Psychologist,19-3032.00,Industrial-Organizational Psychologists,partial
261231,Psychologist,19-3039.00,"Psychologists, All Other",partial
261231,Psychologist,19-3039.02,Neuropsychologists,partial
261231,Psychologist,19-3039.03,Clinical Neuropsychologists,partial
261331,Social Worker,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
261331,Social Worker,21-1013.00,Marriage and Family Therapists,partial
261331,Social Worker,21-1014.00,Mental Health Counselors,partial
261331,Social Worker,21-1015.00,Rehabilitation Counselors,partial
261331,Social Worker,21-1019.00,"Counselors, All Other",partial
261331,Social Worker,21-1021.00,"Child, Family, and School Social Workers",partial
261331,Social Worker,21-1022.00,Healthcare Social Workers,partial
261331,Social Worker,21-1023.00,Mental Health and Substance Abuse Social Workers,partial
261331,Social Worker,21-1029.00,"Social Workers, All Other",partial
261331,Social Worker,21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
261331,Social Worker,21-1099.00,"Community and Social Service Specialists, All Other",partial
261931,Arts Therapist,29-1011.00,Chiropractors,partial
261931,Arts Therapist,29-1081.00,Podiatrists,partial
261931,Arts Therapist,29-1122.00,Occupational Therapists,partial
261931,Arts Therapist,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",partial
261931,Arts Therapist,29-1125.00,Recreational Therapists,partial
261931,Arts Therapist,29-1129.00,"Therapists, All Other",partial
261931,Arts Therapist,29-1129.01,Art Therapists,partial
261931,Arts Therapist,29-1129.02,Music Therapists,partial
261931,Arts Therapist,29-1291.00,Acupuncturists,partial
261931,Arts Therapist,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",partial
261931,Arts Therapist,29-1299.01,Naturopathic Physicians,partial
261931,Arts Therapist,29-1299.02,Orthoptists,partial
261931,Arts Therapist,29-9092.00,Genetic Counselors,partial
261932,Behaviour Support Practitioner,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,partial
261932,Behaviour Support Practitioner,21-1013.00,Marriage and Family Therapists,partial
261932,Behaviour Support Practitioner,21-1014.00,Mental Health Counselors,partial
261932,Behaviour Support Practitioner,21-1015.00,Rehabilitation Counselors,partial
261932,Behaviour Support Practitioner,21-1019.00,"Counselors, All Other",partial
261932,Behaviour Support Practitioner,21-1021.00,"Child, Family, and School Social Workers",partial
261932,Behaviour Support Practitioner,21-1022.00,Healthcare Social Workers,partial
261932,Behaviour Support Practitioner,21-1023.00,Mental Health and Substance Abuse Social Workers,partial
261932,Behaviour Support Practitioner,21-1029.00,"Social Workers, All Other",partial
261932,Behaviour Support Practitioner,21-1092.00,Probation Officers and Correctional Treatment Specialists,partial
261932,Behaviour Support Practitioner,21-1099.00,"Community and Social Service Specialists, All Other",partial
261933,Music Therapist,29-1011.00,Chiropractors,partial
261933,Music Therapist,29-1081.00,Podiatrists,partial
261933,Music Therapist,29-1122.00,Occupational Therapists,partial
261933,Music Therapist,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",partial
261933,Music Therapist,29-1125.00,Recreational Therapists,partial
261933,Music Therapist,29-1129.00,"Therapists, All Other",partial
261933,Music Therapist,29-1129.01,Art Therapists,partial
261933,Music Therapist,29-1129.02,Music Therapists,partial
261933,Music Therapist,29-1291.00,Acupuncturists,partial
261933,Music Therapist,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",partial
261933,Music Therapist,29-1299.01,Naturopathic Physicians,partial
261933,Music Therapist,29-1299.02,Orthoptists,partial
261933,Music Therapist,29-9092.00,Genetic Counselors,partial
