anzsco_code,label_4digit,soc,soc_label,isco_codes,pct_unit_support,broad_group_match
8322,Product Assembler,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",8219,100.0,True
8322,Product Assembler,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3139,100.0,False
8322,Product Assembler,51-9071.00,Jewelers and Precious Stone and Metal Workers,8219,100.0,True
8322,Product Assembler,51-9071.06,Gem and Diamond Workers,8219,100.0,True
8322,Product Assembler,51-9141.00,Semiconductor Processing Technicians,8212,100.0,True
8322,Product Assembler,51-9191.00,Adhesive Bonding Machine Operators and Tenders,8219,100.0,True
8322,Product Assembler,51-9197.00,Tire Builders,8219,100.0,True
8322,Product Assembler,51-9198.00,Helpers--Production Workers,8219,100.0,True
8391,Metal Engineering Process Worker,51-9198.00,Helpers--Production Workers,9329,100.0,False
8392,Plastics Factory Worker,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",7535,50.0,True
8392,Plastics Factory Worker,51-9198.00,Helpers--Production Workers,9329,100.0,False
8393,Product Examiner,17-3029.01,Non-Destructive Testing Specialists,7543,100.0,False
8393,Product Examiner,45-2041.00,"Graders and Sorters, Agricultural Products",7515,66.7,False
8393,Product Examiner,45-4023.00,Log Graders and Scalers,7543,100.0,False
8393,Product Examiner,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",7543,100.0,True
8394,Paper and Pulp Mill Worker,51-9198.00,Helpers--Production Workers,9329,100.0,False
8399,Cement and Concrete Plant Worker,51-9198.00,Helpers--Production Workers,9329,88.9,False
8411,Aquaculture Worker,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",6221,100.0,False
8411,Aquaculture Worker,19-4012.00,Agricultural Technicians,6221,100.0,False
8411,Aquaculture Worker,45-2091.00,Agricultural Equipment Operators,9216,100.0,True
8411,Aquaculture Worker,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6221; 9216,100.0,True
8411,Aquaculture Worker,45-2099.00,"Agricultural Workers, All Other",9216,100.0,True
8411,Aquaculture Worker,45-3031.00,Fishing and Hunting Workers,9216,100.0,True
8411,Aquaculture Worker,49-3041.00,Farm Equipment Mechanics and Service Technicians,6221,100.0,False
8412,Fruit or Nut Farm Worker,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",6112,50.0,False
8412,Fruit or Nut Farm Worker,17-2021.00,Agricultural Engineers,6111,50.0,False
8412,Fruit or Nut Farm Worker,19-4012.00,Agricultural Technicians,6111,50.0,False
8412,Fruit or Nut Farm Worker,19-4012.01,Precision Agriculture Technicians,6111,50.0,False
8412,Fruit or Nut Farm Worker,19-4099.01,Quality Control Analysts,6112,50.0,False
8412,Fruit or Nut Farm Worker,37-2021.00,Pest Control Workers,6112,50.0,False
8412,Fruit or Nut Farm Worker,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",6112,50.0,False
8412,Fruit or Nut Farm Worker,37-3013.00,Tree Trimmers and Pruners,6112,50.0,False
8412,Fruit or Nut Farm Worker,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111; 6112,50.0,True
8412,Fruit or Nut Farm Worker,45-2041.00,"Graders and Sorters, Agricultural Products",9211,100.0,True
8412,Fruit or Nut Farm Worker,45-2091.00,Agricultural Equipment Operators,6111,50.0,True
8412,Fruit or Nut Farm Worker,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6111; 6112; 9211,100.0,True
8412,Fruit or Nut Farm Worker,45-4021.00,Fallers,6112,50.0,True
8413,Forestry Worker,19-1031.02,Range Managers,6210,100.0,False
8413,Forestry Worker,19-1032.00,Foresters,6210,100.0,False
8413,Forestry Worker,19-4071.00,Forest and Conservation Technicians,6210,100.0,False
8413,Forestry Worker,33-2022.00,Forest Fire Inspectors and Prevention Specialists,6210,100.0,False
8413,Forestry Worker,33-3031.00,Fish and Game Wardens,6210,100.0,False
8413,Forestry Worker,37-3013.00,Tree Trimmers and Pruners,6210,100.0,False
8413,Forestry Worker,45-2091.00,Agricultural Equipment Operators,8341,66.7,False
8413,Forestry Worker,45-3031.00,Fishing and Hunting Workers,6210,100.0,True
8413,Forestry Worker,45-4011.00,Forest and Conservation Workers,6210; 9215,100.0,True
8413,Forestry Worker,45-4022.00,Logging Equipment Operators,8341,66.7,False
8414,Garden Labourer,27-1023.00,Floral Designers,9214,100.0,False
8414,Garden Labourer,37-2021.00,Pest Control Workers,9214,100.0,True
8414,Garden Labourer,37-3011.00,Landscaping and Groundskeeping Workers,9214,100.0,True
8414,Garden Labourer,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",9214,100.0,True
8414,Garden Labourer,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9214,100.0,True
8414,Garden Labourer,47-4031.00,Fence Erectors,9214,100.0,True
8415,Beef Cattle Farm Worker,39-2021.00,Animal Caretakers,9212,100.0,False
8415,Beef Cattle Farm Worker,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6121,87.5,True
8415,Beef Cattle Farm Worker,45-2021.00,Animal Breeders,6121; 9212,100.0,True
8415,Beef Cattle Farm Worker,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6121,87.5,True
8416,Mixed Crop and Livestock Farm Worker,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",6112; 6114,100.0,False
8416,Mixed Crop and Livestock Farm Worker,17-2021.00,Agricultural Engineers,6111; 6114,100.0,False
8416,Mixed Crop and Livestock Farm Worker,19-4012.00,Agricultural Technicians,6111,100.0,False
8416,Mixed Crop and Livestock Farm Worker,19-4012.01,Precision Agriculture Technicians,6111; 9213,100.0,False
8416,Mixed Crop and Livestock Farm Worker,19-4099.01,Quality Control Analysts,6112,100.0,False
8416,Mixed Crop and Livestock Farm Worker,25-9021.00,Farm and Home Management Educators,6130,100.0,False
8416,Mixed Crop and Livestock Farm Worker,37-2021.00,Pest Control Workers,6112; 9213,100.0,True
8416,Mixed Crop and Livestock Farm Worker,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",6112,100.0,False
8416,Mixed Crop and Livestock Farm Worker,37-3013.00,Tree Trimmers and Pruners,6112,100.0,False
8416,Mixed Crop and Livestock Farm Worker,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6111; 6112; 6114,100.0,True
8416,Mixed Crop and Livestock Farm Worker,45-2041.00,"Graders and Sorters, Agricultural Products",9213,100.0,True
8416,Mixed Crop and Livestock Farm Worker,45-2091.00,Agricultural Equipment Operators,6111; 9213,100.0,True
8416,Mixed Crop and Livestock Farm Worker,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6111; 6112; 9213,100.0,True
8416,Mixed Crop and Livestock Farm Worker,45-4021.00,Fallers,6112,100.0,True
8419,Hunter-Trapper,33-3031.00,Fish and Game Wardens,6224,66.7,False
8419,Hunter-Trapper,37-2021.00,Pest Control Workers,7544,100.0,False
8419,Hunter-Trapper,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",7544,100.0,False
8419,Hunter-Trapper,45-3031.00,Fishing and Hunting Workers,6224,66.7,True
8511,Fast Food Cook,35-2011.00,"Cooks, Fast Food",9411,100.0,True
8511,Fast Food Cook,35-2015.00,"Cooks, Short Order",9411,100.0,True
8511,Fast Food Cook,35-3023.00,Fast Food and Counter Workers,9411,100.0,True
8512,Pastrycook's Assistant,35-2021.00,Food Preparation Workers,9412,100.0,True
8512,Pastrycook's Assistant,35-9021.00,Dishwashers,9412,100.0,True
8513,Kitchenhand,35-2021.00,Food Preparation Workers,9412,100.0,True
8513,Kitchenhand,35-9021.00,Dishwashers,9412,100.0,True
8911,Freight Handler (Rail or Road),53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",9333,100.0,True
8911,Freight Handler (Rail or Road),53-7065.00,Stockers and Order Fillers,9333,100.0,True
8911,Freight Handler (Rail or Road),53-7121.00,"Tank Car, Truck, and Ship Loaders",9333,100.0,True
8912,Shelf Filler,27-1026.00,Merchandise Displayers and Window Trimmers,9334,100.0,False
8912,Shelf Filler,53-7065.00,Stockers and Order Fillers,9334,100.0,True
8991,Caretaker,11-3013.00,Facilities Managers,5153,100.0,False
8991,Caretaker,21-2011.00,Clergy,5153,100.0,False
8991,Caretaker,21-2021.00,"Directors, Religious Activities and Education",5153,100.0,False
8991,Caretaker,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",5153,100.0,True
8991,Caretaker,37-2012.00,Maids and Housekeeping Cleaners,5153,100.0,True
8991,Caretaker,39-3091.00,Amusement and Recreation Attendants,5153,100.0,True
8991,Caretaker,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",5153,100.0,True
8991,Caretaker,49-9071.00,"Maintenance and Repair Workers, General",5153,100.0,False
8992,Deck Hand,45-3031.00,Fishing and Hunting Workers,6223,50.0,True
8992,Deck Hand,53-5011.00,Sailors and Marine Oilers,8350,50.0,True
8992,Deck Hand,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",6223,50.0,False
8992,Deck Hand,53-5022.00,Motorboat Operators,6222; 8350,50.0,True
8993,Handyperson,49-9071.00,"Maintenance and Repair Workers, General",9622,100.0,False
8994,Motor Vehicle Parts and Accessories Fitter (General),49-3021.00,Automotive Body and Related Repairers,7231,80.0,True
8994,Motor Vehicle Parts and Accessories Fitter (General),49-3023.00,Automotive Service Technicians and Mechanics,7231,80.0,True
8994,Motor Vehicle Parts and Accessories Fitter (General),49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,7231,80.0,True
8994,Motor Vehicle Parts and Accessories Fitter (General),49-3052.00,Motorcycle Mechanics,7231,80.0,True
8994,Motor Vehicle Parts and Accessories Fitter (General),49-3093.00,Tire Repairers and Changers,7231,80.0,True
8995,Printer's Assistant,43-9071.00,"Office Machine Operators, Except Computer",7323,50.0,False
8995,Printer's Assistant,51-5112.00,Printing Press Operators,7322,50.0,True
8995,Printer's Assistant,51-5113.00,Print Binding and Finishing Workers,7323,50.0,True
8996,Recycling or Rubbish Collector,53-7062.04,Recycling and Reclamation Workers,9611,100.0,True
8996,Recycling or Rubbish Collector,53-7081.00,Refuse and Recyclable Material Collectors,9611,100.0,True
8997,Vending Machine Attendant,41-2011.00,Cashiers,5230,100.0,True
8997,Vending Machine Attendant,43-5041.00,"Meter Readers, Utilities",9623,100.0,False
8997,Vending Machine Attendant,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",9623,100.0,False
8999,Bicycle Mechanic,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",9629,58.3,False
8999,Bicycle Mechanic,39-3091.00,Amusement and Recreation Attendants,9629,58.3,False
8999,Bicycle Mechanic,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",9629,58.3,False
