month,state_name,region_code,region_name,region_level,anzsco2_code,anzsco2_name,vacancy_3m_moving_average
2022-11,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,8
2022-11,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2022-11,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,54
2022-11,TAS,602,Launceston and North East,SA4,26,ICT Professionals,3
2022-11,TAS,603,South East,SA4,26,ICT Professionals,1
2022-11,TAS,604,West and North West,SA4,26,ICT Professionals,4
2022-11,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,40
2022-11,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,6
2022-11,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,1000
2022-12,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3839
2022-12,NSW,101,Capital Region,SA4,26,ICT Professionals,8
2022-12,NSW,103,Central West,SA4,26,ICT Professionals,7
2022-12,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,4
2022-12,NSW,105,Far West and Orana,SA4,26,ICT Professionals,5
2022-12,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,27
2022-12,NSW,107,Illawarra,SA4,26,ICT Professionals,17
2022-12,NSW,108,Mid North Coast,SA4,26,ICT Professionals,16
2022-12,NSW,109,Murray,SA4,26,ICT Professionals,5
2022-12,NSW,110,New England and North West,SA4,26,ICT Professionals,6
2022-12,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,40
2022-12,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,6
2022-12,NSW,113,Riverina,SA4,26,ICT Professionals,7
2022-12,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,7
2022-12,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,3455
2022-12,VIC,201,Ballarat,SA4,26,ICT Professionals,21
2022-12,VIC,202,Bendigo,SA4,26,ICT Professionals,10
2022-12,VIC,203,Geelong,SA4,26,ICT Professionals,29
2022-12,VIC,204,Hume,SA4,26,ICT Professionals,6
2022-12,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,10
2022-12,VIC,215,North West,SA4,26,ICT Professionals,4
2022-12,VIC,216,Shepparton,SA4,26,ICT Professionals,4
2022-12,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,10
2022-12,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1492
2022-12,QLD,306,Cairns,SA4,26,ICT Professionals,11
2022-12,QLD,308,Central Queensland,SA4,26,ICT Professionals,9
2022-12,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,5
2022-12,QLD,309,Gold Coast,SA4,26,ICT Professionals,100
2022-12,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,10
2022-12,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,4
2022-12,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,19
2022-12,QLD,317,Toowoomba,SA4,26,ICT Professionals,6
2022-12,QLD,318,Townsville,SA4,26,ICT Professionals,17
2022-12,QLD,319,Wide Bay,SA4,26,ICT Professionals,4
2022-12,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,497
2022-12,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,1
2022-12,SA,406,South Australia - Outback,SA4,26,ICT Professionals,2
2022-12,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2022-12,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,711
2022-12,WA,501,Bunbury,SA4,26,ICT Professionals,3
2022-12,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,6
2022-12,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,8
2022-12,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2022-12,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,46
2022-12,TAS,602,Launceston and North East,SA4,26,ICT Professionals,4
2022-12,TAS,603,South East,SA4,26,ICT Professionals,1
2022-12,TAS,604,West and North West,SA4,26,ICT Professionals,4
2022-12,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,35
2022-12,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,5
2022-12,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,904
2023-01,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3699
2023-01,NSW,101,Capital Region,SA4,26,ICT Professionals,7
2023-01,NSW,103,Central West,SA4,26,ICT Professionals,7
2023-01,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,3
2023-01,NSW,105,Far West and Orana,SA4,26,ICT Professionals,5
2023-01,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,25
2023-01,NSW,107,Illawarra,SA4,26,ICT Professionals,16
2023-01,NSW,108,Mid North Coast,SA4,26,ICT Professionals,16
2023-01,NSW,109,Murray,SA4,26,ICT Professionals,4
2023-01,NSW,110,New England and North West,SA4,26,ICT Professionals,4
2023-01,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,42
2023-01,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,9
2023-01,NSW,113,Riverina,SA4,26,ICT Professionals,6
2023-01,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,6
2023-01,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,3240
2023-01,VIC,201,Ballarat,SA4,26,ICT Professionals,17
2023-01,VIC,202,Bendigo,SA4,26,ICT Professionals,10
2023-01,VIC,203,Geelong,SA4,26,ICT Professionals,29
2023-01,VIC,204,Hume,SA4,26,ICT Professionals,5
2023-01,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,8
2023-01,VIC,215,North West,SA4,26,ICT Professionals,4
2023-01,VIC,216,Shepparton,SA4,26,ICT Professionals,5
2023-01,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,11
2023-01,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1525
2023-01,QLD,306,Cairns,SA4,26,ICT Professionals,13
2023-01,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2023-01,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2023-01,QLD,309,Gold Coast,SA4,26,ICT Professionals,102
2023-01,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,9
2023-01,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,5
2023-01,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,23
2023-01,QLD,317,Toowoomba,SA4,26,ICT Professionals,5
2023-01,QLD,318,Townsville,SA4,26,ICT Professionals,14
2023-01,QLD,319,Wide Bay,SA4,26,ICT Professionals,5
2023-01,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,475
2023-01,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,1
2023-01,SA,406,South Australia - Outback,SA4,26,ICT Professionals,3
2023-01,SA,407,South Australia - South East,SA4,26,ICT Professionals,1
2023-01,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,670
2023-01,WA,501,Bunbury,SA4,26,ICT Professionals,5
2023-01,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,6
2023-01,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,9
2023-01,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2023-01,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,40
2023-01,TAS,602,Launceston and North East,SA4,26,ICT Professionals,4
2023-01,TAS,603,South East,SA4,26,ICT Professionals,1
2023-01,TAS,604,West and North West,SA4,26,ICT Professionals,5
2023-01,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,36
2023-01,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,6
2023-01,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,852
2023-02,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3592
2023-02,NSW,101,Capital Region,SA4,26,ICT Professionals,8
2023-02,NSW,103,Central West,SA4,26,ICT Professionals,8
2023-02,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,1
2023-02,NSW,105,Far West and Orana,SA4,26,ICT Professionals,6
2023-02,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,26
2023-02,NSW,107,Illawarra,SA4,26,ICT Professionals,16
2023-02,NSW,108,Mid North Coast,SA4,26,ICT Professionals,18
2023-02,NSW,109,Murray,SA4,26,ICT Professionals,5
2023-02,NSW,110,New England and North West,SA4,26,ICT Professionals,4
2023-02,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,43
2023-02,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,10
2023-02,NSW,113,Riverina,SA4,26,ICT Professionals,5
2023-02,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,5
2023-02,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,3098
2023-02,VIC,201,Ballarat,SA4,26,ICT Professionals,18
2023-02,VIC,202,Bendigo,SA4,26,ICT Professionals,9
2023-02,VIC,203,Geelong,SA4,26,ICT Professionals,32
2023-02,VIC,204,Hume,SA4,26,ICT Professionals,6
2023-02,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,7
2023-02,VIC,215,North West,SA4,26,ICT Professionals,4
2023-02,VIC,216,Shepparton,SA4,26,ICT Professionals,4
2023-02,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,10
2023-02,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1488
2023-02,QLD,306,Cairns,SA4,26,ICT Professionals,10
2023-02,QLD,308,Central Queensland,SA4,26,ICT Professionals,7
2023-02,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,4
2023-02,QLD,309,Gold Coast,SA4,26,ICT Professionals,111
2023-02,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,9
2023-02,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,3
2023-02,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,22
2023-02,QLD,317,Toowoomba,SA4,26,ICT Professionals,6
2023-02,QLD,318,Townsville,SA4,26,ICT Professionals,14
2023-02,QLD,319,Wide Bay,SA4,26,ICT Professionals,4
2023-02,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,472
2023-02,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,2
2023-02,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2023-02,SA,407,South Australia - South East,SA4,26,ICT Professionals,0
2023-02,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,682
2023-02,WA,501,Bunbury,SA4,26,ICT Professionals,6
2023-02,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,6
2023-02,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,8
2023-02,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2023-02,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,42
2023-02,TAS,602,Launceston and North East,SA4,26,ICT Professionals,7
2023-02,TAS,603,South East,SA4,26,ICT Professionals,1
2023-02,TAS,604,West and North West,SA4,26,ICT Professionals,4
2023-02,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,37
2023-02,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,4
2023-02,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,837
2023-03,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,4192
2023-03,NSW,101,Capital Region,SA4,26,ICT Professionals,10
2023-03,NSW,103,Central West,SA4,26,ICT Professionals,8
2023-03,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,2
2023-03,NSW,105,Far West and Orana,SA4,26,ICT Professionals,6
2023-03,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,34
2023-03,NSW,107,Illawarra,SA4,26,ICT Professionals,17
2023-03,NSW,108,Mid North Coast,SA4,26,ICT Professionals,21
2023-03,NSW,109,Murray,SA4,26,ICT Professionals,6
2023-03,NSW,110,New England and North West,SA4,26,ICT Professionals,4
2023-03,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,59
2023-03,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,11
2023-03,NSW,113,Riverina,SA4,26,ICT Professionals,6
2023-03,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,6
2023-03,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,3395
2023-03,VIC,201,Ballarat,SA4,26,ICT Professionals,18
2023-03,VIC,202,Bendigo,SA4,26,ICT Professionals,10
2023-03,VIC,203,Geelong,SA4,26,ICT Professionals,47
2023-03,VIC,204,Hume,SA4,26,ICT Professionals,5
2023-03,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,6
2023-03,VIC,215,North West,SA4,26,ICT Professionals,3
2023-03,VIC,216,Shepparton,SA4,26,ICT Professionals,5
2023-03,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,11
2023-03,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1846
2023-03,QLD,306,Cairns,SA4,26,ICT Professionals,11
2023-03,QLD,308,Central Queensland,SA4,26,ICT Professionals,6
2023-03,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,5
2023-03,QLD,309,Gold Coast,SA4,26,ICT Professionals,127
2023-03,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,12
2023-03,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,4
2023-03,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,26
2023-03,QLD,317,Toowoomba,SA4,26,ICT Professionals,6
2023-03,QLD,318,Townsville,SA4,26,ICT Professionals,21
2023-03,QLD,319,Wide Bay,SA4,26,ICT Professionals,5
2023-03,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,514
2023-03,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,3
2023-03,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2023-03,SA,407,South Australia - South East,SA4,26,ICT Professionals,2
2023-03,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,792
2023-03,WA,501,Bunbury,SA4,26,ICT Professionals,8
2023-03,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,7
2023-03,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,8
2023-03,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2023-03,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,59
2023-03,TAS,602,Launceston and North East,SA4,26,ICT Professionals,8
2023-03,TAS,603,South East,SA4,26,ICT Professionals,1
2023-03,TAS,604,West and North West,SA4,26,ICT Professionals,4
2023-03,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,45
2023-03,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,5
2023-03,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,1034
2023-04,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3987
2023-04,NSW,101,Capital Region,SA4,26,ICT Professionals,9
2023-04,NSW,103,Central West,SA4,26,ICT Professionals,8
2023-04,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,3
2023-04,NSW,105,Far West and Orana,SA4,26,ICT Professionals,7
2023-04,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,33
2023-04,NSW,107,Illawarra,SA4,26,ICT Professionals,15
2023-04,NSW,108,Mid North Coast,SA4,26,ICT Professionals,20
2023-04,NSW,109,Murray,SA4,26,ICT Professionals,7
2023-04,NSW,110,New England and North West,SA4,26,ICT Professionals,6
2023-04,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,56
2023-04,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,9
2023-04,NSW,113,Riverina,SA4,26,ICT Professionals,6
2023-04,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,7
2023-04,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,3205
2023-04,VIC,201,Ballarat,SA4,26,ICT Professionals,14
2023-04,VIC,202,Bendigo,SA4,26,ICT Professionals,8
2023-04,VIC,203,Geelong,SA4,26,ICT Professionals,50
2023-04,VIC,204,Hume,SA4,26,ICT Professionals,4
2023-04,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,7
2023-04,VIC,215,North West,SA4,26,ICT Professionals,2
2023-04,VIC,216,Shepparton,SA4,26,ICT Professionals,5
2023-04,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,9
2023-04,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1774
2023-04,QLD,306,Cairns,SA4,26,ICT Professionals,8
2023-04,QLD,308,Central Queensland,SA4,26,ICT Professionals,6
2023-04,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,5
2023-04,QLD,309,Gold Coast,SA4,26,ICT Professionals,111
2023-04,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,13
2023-04,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,4
2023-04,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,26
2023-04,QLD,317,Toowoomba,SA4,26,ICT Professionals,6
2023-04,QLD,318,Townsville,SA4,26,ICT Professionals,22
2023-04,QLD,319,Wide Bay,SA4,26,ICT Professionals,4
2023-04,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,528
2023-04,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,4
2023-04,SA,406,South Australia - Outback,SA4,26,ICT Professionals,2
2023-04,SA,407,South Australia - South East,SA4,26,ICT Professionals,5
2023-04,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,774
2023-04,WA,501,Bunbury,SA4,26,ICT Professionals,7
2023-04,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,7
2023-04,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,6
2023-04,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,1
2023-04,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,63
2023-04,TAS,602,Launceston and North East,SA4,26,ICT Professionals,8
2023-04,TAS,603,South East,SA4,26,ICT Professionals,1
2023-04,TAS,604,West and North West,SA4,26,ICT Professionals,2
2023-04,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,42
2023-04,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,6
2023-04,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,1046
2023-05,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3821
2023-05,NSW,101,Capital Region,SA4,26,ICT Professionals,9
2023-05,NSW,103,Central West,SA4,26,ICT Professionals,8
2023-05,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,5
2023-05,NSW,105,Far West and Orana,SA4,26,ICT Professionals,8
2023-05,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,33
2023-05,NSW,107,Illawarra,SA4,26,ICT Professionals,14
2023-05,NSW,108,Mid North Coast,SA4,26,ICT Professionals,22
2023-05,NSW,109,Murray,SA4,26,ICT Professionals,10
2023-05,NSW,110,New England and North West,SA4,26,ICT Professionals,7
2023-05,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,56
2023-05,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,11
2023-05,NSW,113,Riverina,SA4,26,ICT Professionals,7
2023-05,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,7
2023-05,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,3117
2023-05,VIC,201,Ballarat,SA4,26,ICT Professionals,12
2023-05,VIC,202,Bendigo,SA4,26,ICT Professionals,8
2023-05,VIC,203,Geelong,SA4,26,ICT Professionals,55
2023-05,VIC,204,Hume,SA4,26,ICT Professionals,4
2023-05,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,9
2023-05,VIC,215,North West,SA4,26,ICT Professionals,3
2023-05,VIC,216,Shepparton,SA4,26,ICT Professionals,4
2023-05,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,10
2023-05,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1787
2023-05,QLD,306,Cairns,SA4,26,ICT Professionals,10
2023-05,QLD,308,Central Queensland,SA4,26,ICT Professionals,7
2023-05,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,6
2023-05,QLD,309,Gold Coast,SA4,26,ICT Professionals,104
2023-05,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,15
2023-05,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,6
2023-05,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,28
2023-05,QLD,317,Toowoomba,SA4,26,ICT Professionals,6
2023-05,QLD,318,Townsville,SA4,26,ICT Professionals,22
2023-05,QLD,319,Wide Bay,SA4,26,ICT Professionals,5
2023-05,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,542
2023-05,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,3
2023-05,SA,406,South Australia - Outback,SA4,26,ICT Professionals,2
2023-05,SA,407,South Australia - South East,SA4,26,ICT Professionals,6
2023-05,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,763
2023-05,WA,501,Bunbury,SA4,26,ICT Professionals,6
2023-05,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,6
2023-05,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,5
2023-05,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,3
2023-05,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,61
2023-05,TAS,602,Launceston and North East,SA4,26,ICT Professionals,6
2023-05,TAS,603,South East,SA4,26,ICT Professionals,1
2023-05,TAS,604,West and North West,SA4,26,ICT Professionals,2
2023-05,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,46
2023-05,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,9
2023-05,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,1097
2023-06,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3447
2023-06,NSW,101,Capital Region,SA4,26,ICT Professionals,8
2023-06,NSW,103,Central West,SA4,26,ICT Professionals,10
2023-06,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,5
2023-06,NSW,105,Far West and Orana,SA4,26,ICT Professionals,7
2023-06,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,30
2023-06,NSW,107,Illawarra,SA4,26,ICT Professionals,16
2023-06,NSW,108,Mid North Coast,SA4,26,ICT Professionals,21
2023-06,NSW,109,Murray,SA4,26,ICT Professionals,12
2023-06,NSW,110,New England and North West,SA4,26,ICT Professionals,7
2023-06,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,52
2023-06,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,11
2023-06,NSW,113,Riverina,SA4,26,ICT Professionals,7
2023-06,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,7
2023-06,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,2821
2023-06,VIC,201,Ballarat,SA4,26,ICT Professionals,11
2023-06,VIC,202,Bendigo,SA4,26,ICT Professionals,6
2023-06,VIC,203,Geelong,SA4,26,ICT Professionals,43
2023-06,VIC,204,Hume,SA4,26,ICT Professionals,4
2023-06,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,9
2023-06,VIC,215,North West,SA4,26,ICT Professionals,4
2023-06,VIC,216,Shepparton,SA4,26,ICT Professionals,3
2023-06,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,9
2023-06,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1565
2023-06,QLD,306,Cairns,SA4,26,ICT Professionals,13
2023-06,QLD,308,Central Queensland,SA4,26,ICT Professionals,8
2023-06,QLD,307,Darling Downs - Maranoa,SA4,26,ICT Professionals,3
2023-06,QLD,309,Gold Coast,SA4,26,ICT Professionals,87
2023-06,QLD,312,Mackay - Isaac - Whitsunday,SA4,26,ICT Professionals,13
2023-06,QLD,315,Queensland - Outback,SA4,26,ICT Professionals,5
2023-06,QLD,316,Sunshine Coast,SA4,26,ICT Professionals,27
2023-06,QLD,317,Toowoomba,SA4,26,ICT Professionals,5
2023-06,QLD,318,Townsville,SA4,26,ICT Professionals,20
2023-06,QLD,319,Wide Bay,SA4,26,ICT Professionals,4
2023-06,SA,4GADE,Greater Adelaide,GCCSA,26,ICT Professionals,562
2023-06,SA,405,Barossa - Yorke - Mid North,SA4,26,ICT Professionals,3
2023-06,SA,406,South Australia - Outback,SA4,26,ICT Professionals,1
2023-06,SA,407,South Australia - South East,SA4,26,ICT Professionals,5
2023-06,WA,5GPER,Greater Perth,GCCSA,26,ICT Professionals,733
2023-06,WA,501,Bunbury,SA4,26,ICT Professionals,4
2023-06,WA,510,Western Australia - Outback (North),SA4,26,ICT Professionals,8
2023-06,WA,511,Western Australia - Outback (South),SA4,26,ICT Professionals,4
2023-06,WA,509,Western Australia - Wheat Belt,SA4,26,ICT Professionals,2
2023-06,TAS,6GHOB,Greater Hobart,GCCSA,26,ICT Professionals,48
2023-06,TAS,602,Launceston and North East,SA4,26,ICT Professionals,4
2023-06,TAS,603,South East,SA4,26,ICT Professionals,1
2023-06,TAS,604,West and North West,SA4,26,ICT Professionals,1
2023-06,NT,7GDAR,Greater Darwin,GCCSA,26,ICT Professionals,46
2023-06,NT,702,Northern Territory - Outback,SA4,26,ICT Professionals,9
2023-06,ACT,8ACTE,Australian Capital Territory,GCCSA,26,ICT Professionals,944
2023-07,NSW,1GSYD,Greater Sydney,GCCSA,26,ICT Professionals,3450
2023-07,NSW,101,Capital Region,SA4,26,ICT Professionals,9
2023-07,NSW,103,Central West,SA4,26,ICT Professionals,9
2023-07,NSW,104,Coffs Harbour - Grafton,SA4,26,ICT Professionals,4
2023-07,NSW,105,Far West and Orana,SA4,26,ICT Professionals,7
2023-07,NSW,106,Hunter Valley exc Newcastle,SA4,26,ICT Professionals,33
2023-07,NSW,107,Illawarra,SA4,26,ICT Professionals,18
2023-07,NSW,108,Mid North Coast,SA4,26,ICT Professionals,21
2023-07,NSW,109,Murray,SA4,26,ICT Professionals,13
2023-07,NSW,110,New England and North West,SA4,26,ICT Professionals,6
2023-07,NSW,111,Newcastle and Lake Macquarie,SA4,26,ICT Professionals,55
2023-07,NSW,112,Richmond - Tweed,SA4,26,ICT Professionals,12
2023-07,NSW,113,Riverina,SA4,26,ICT Professionals,9
2023-07,NSW,114,Southern Highlands and Shoalhaven,SA4,26,ICT Professionals,6
2023-07,VIC,2GMEL,Greater Melbourne,GCCSA,26,ICT Professionals,2779
2023-07,VIC,201,Ballarat,SA4,26,ICT Professionals,16
2023-07,VIC,202,Bendigo,SA4,26,ICT Professionals,5
2023-07,VIC,203,Geelong,SA4,26,ICT Professionals,42
2023-07,VIC,204,Hume,SA4,26,ICT Professionals,5
2023-07,VIC,205,Latrobe - Gippsland,SA4,26,ICT Professionals,9
2023-07,VIC,215,North West,SA4,26,ICT Professionals,5
2023-07,VIC,216,Shepparton,SA4,26,ICT Professionals,4
2023-07,VIC,217,Warrnambool and South West,SA4,26,ICT Professionals,10
2023-07,QLD,3GBRI,Greater Brisbane,GCCSA,26,ICT Professionals,1549
2023-07,QLD,306,Cairns,SA4,26,ICT Professionals,16
